prob_cancel,actual,risk_segment,recommended_action
0.38681787,0,✅ Safe,Tidak ada tindakan
0.74757725,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.31756818,0,✅ Safe,Tidak ada tindakan
0.6068588,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7589117,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7715093,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7160115,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25097314,0,✅ Safe,Tidak ada tindakan
0.64935255,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.87476665,1,⚠️ High Risk,Minta deposit 100%
0.765748,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6863616,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.643633,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.37371072,0,✅ Safe,Tidak ada tindakan
0.45723954,0,✅ Safe,Tidak ada tindakan
0.73829085,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.47089246,1,✅ Safe,Tidak ada tindakan
0.27873626,1,✅ Safe,Tidak ada tindakan
0.6074168,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.45723954,0,✅ Safe,Tidak ada tindakan
0.7574962,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.30416238,0,✅ Safe,Tidak ada tindakan
0.5861217,0,⚠️ Low Risk,Kirim reminder email
0.25852293,0,✅ Safe,Tidak ada tindakan
0.28580892,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.24688165,0,✅ Safe,Tidak ada tindakan
0.5306277,0,⚠️ Low Risk,Kirim reminder email
0.7359696,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.30270186,0,✅ Safe,Tidak ada tindakan
0.6480063,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8745662,1,⚠️ High Risk,Minta deposit 100%
0.45723954,0,✅ Safe,Tidak ada tindakan
0.26066673,0,✅ Safe,Tidak ada tindakan
0.75293344,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5323571,1,⚠️ Low Risk,Kirim reminder email
0.57888675,1,⚠️ Low Risk,Kirim reminder email
0.598104,1,⚠️ Low Risk,Kirim reminder email
0.69662213,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5884573,1,⚠️ Low Risk,Kirim reminder email
0.87498146,1,⚠️ High Risk,Minta deposit 100%
0.5839698,0,⚠️ Low Risk,Kirim reminder email
0.5326535,0,⚠️ Low Risk,Kirim reminder email
0.6759767,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.73820585,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7172336,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.647885,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.42368454,1,✅ Safe,Tidak ada tindakan
0.5657212,0,⚠️ Low Risk,Kirim reminder email
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.32457525,0,✅ Safe,Tidak ada tindakan
0.26066673,0,✅ Safe,Tidak ada tindakan
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.24727842,0,✅ Safe,Tidak ada tindakan
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.38650376,0,✅ Safe,Tidak ada tindakan
0.7566069,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.31335855,0,✅ Safe,Tidak ada tindakan
0.26882166,0,✅ Safe,Tidak ada tindakan
0.26066673,0,✅ Safe,Tidak ada tindakan
0.872294,1,⚠️ High Risk,Minta deposit 100%
0.653733,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25992018,0,✅ Safe,Tidak ada tindakan
0.5608163,0,⚠️ Low Risk,Kirim reminder email
0.8745662,1,⚠️ High Risk,Minta deposit 100%
0.26861405,0,✅ Safe,Tidak ada tindakan
0.24684191,0,✅ Safe,Tidak ada tindakan
0.63773096,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.82383454,1,⚠️ High Risk,Minta deposit 100%
0.24709804,0,✅ Safe,Tidak ada tindakan
0.7566069,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.598104,1,⚠️ Low Risk,Kirim reminder email
0.38943326,0,✅ Safe,Tidak ada tindakan
0.598104,1,⚠️ Low Risk,Kirim reminder email
0.31568116,0,✅ Safe,Tidak ada tindakan
0.26266238,0,✅ Safe,Tidak ada tindakan
0.39487523,1,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.45723954,0,✅ Safe,Tidak ada tindakan
0.3264379,0,✅ Safe,Tidak ada tindakan
0.2555635,0,✅ Safe,Tidak ada tindakan
0.24713849,0,✅ Safe,Tidak ada tindakan
0.524439,0,⚠️ Low Risk,Kirim reminder email
0.7574962,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.23732637,0,✅ Safe,Tidak ada tindakan
0.31291252,0,✅ Safe,Tidak ada tindakan
0.5824724,1,⚠️ Low Risk,Kirim reminder email
0.49587288,0,✅ Safe,Tidak ada tindakan
0.5306277,0,⚠️ Low Risk,Kirim reminder email
0.78686523,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.60191566,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.872294,1,⚠️ High Risk,Minta deposit 100%
0.87498146,1,⚠️ High Risk,Minta deposit 100%
0.28804937,0,✅ Safe,Tidak ada tindakan
0.25007302,0,✅ Safe,Tidak ada tindakan
0.6544055,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7548784,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5853922,0,⚠️ Low Risk,Kirim reminder email
0.598104,0,⚠️ Low Risk,Kirim reminder email
0.5853922,0,⚠️ Low Risk,Kirim reminder email
0.750497,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7715093,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.676553,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.58555746,0,⚠️ Low Risk,Kirim reminder email
0.2951889,0,✅ Safe,Tidak ada tindakan
0.7769644,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5884573,0,⚠️ Low Risk,Kirim reminder email
0.74757725,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.60191566,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.56812,0,⚠️ Low Risk,Kirim reminder email
0.57888675,0,⚠️ Low Risk,Kirim reminder email
0.4207753,0,✅ Safe,Tidak ada tindakan
0.49343377,0,✅ Safe,Tidak ada tindakan
0.2677333,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.26662028,0,✅ Safe,Tidak ada tindakan
0.5570131,0,⚠️ Low Risk,Kirim reminder email
0.7566069,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.49972162,0,✅ Safe,Tidak ada tindakan
0.7548784,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26743466,0,✅ Safe,Tidak ada tindakan
0.7737864,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5657212,0,⚠️ Low Risk,Kirim reminder email
0.26266238,0,✅ Safe,Tidak ada tindakan
0.747866,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.2555635,0,✅ Safe,Tidak ada tindakan
0.31756818,1,✅ Safe,Tidak ada tindakan
0.73820585,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.2612479,0,✅ Safe,Tidak ada tindakan
0.647885,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.2551354,0,✅ Safe,Tidak ada tindakan
0.28976887,0,✅ Safe,Tidak ada tindakan
0.24869578,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.7160115,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26310143,0,✅ Safe,Tidak ada tindakan
0.25790715,0,✅ Safe,Tidak ada tindakan
0.25992018,0,✅ Safe,Tidak ada tindakan
0.598104,0,⚠️ Low Risk,Kirim reminder email
0.58173776,1,⚠️ Low Risk,Kirim reminder email
0.42368454,0,✅ Safe,Tidak ada tindakan
0.30752248,0,✅ Safe,Tidak ada tindakan
0.60191566,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747693,1,⚠️ High Risk,Minta deposit 100%
0.4786459,0,✅ Safe,Tidak ada tindakan
0.8745662,1,⚠️ High Risk,Minta deposit 100%
0.8422269,1,⚠️ High Risk,Minta deposit 100%
0.61706364,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5966321,0,⚠️ Low Risk,Kirim reminder email
0.7769644,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.55071455,0,⚠️ Low Risk,Kirim reminder email
0.6348074,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25097314,0,✅ Safe,Tidak ada tindakan
0.6027252,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.4207753,1,✅ Safe,Tidak ada tindakan
0.25445798,0,✅ Safe,Tidak ada tindakan
0.47862077,0,✅ Safe,Tidak ada tindakan
0.26963252,0,✅ Safe,Tidak ada tindakan
0.64935255,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.747866,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5853922,0,⚠️ Low Risk,Kirim reminder email
0.26743466,0,✅ Safe,Tidak ada tindakan
0.74757725,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.58159065,1,⚠️ Low Risk,Kirim reminder email
0.25790638,0,✅ Safe,Tidak ada tindakan
0.69662213,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6767601,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.56812,1,⚠️ Low Risk,Kirim reminder email
0.4440616,0,✅ Safe,Tidak ada tindakan
0.29073158,0,✅ Safe,Tidak ada tindakan
0.57888675,0,⚠️ Low Risk,Kirim reminder email
0.5669684,0,⚠️ Low Risk,Kirim reminder email
0.248971,0,✅ Safe,Tidak ada tindakan
0.6046919,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.34359586,0,✅ Safe,Tidak ada tindakan
0.4411465,1,✅ Safe,Tidak ada tindakan
0.5632979,0,⚠️ Low Risk,Kirim reminder email
0.56812,1,⚠️ Low Risk,Kirim reminder email
0.79676926,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.57602054,1,⚠️ Low Risk,Kirim reminder email
0.4207753,0,✅ Safe,Tidak ada tindakan
0.47645912,0,✅ Safe,Tidak ada tindakan
0.5861217,0,⚠️ Low Risk,Kirim reminder email
0.25514746,0,✅ Safe,Tidak ada tindakan
0.6544055,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.31991172,0,✅ Safe,Tidak ada tindakan
0.3524967,0,✅ Safe,Tidak ada tindakan
0.598104,0,⚠️ Low Risk,Kirim reminder email
0.6767601,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26743466,0,✅ Safe,Tidak ada tindakan
0.60191566,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7566069,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.28575772,0,✅ Safe,Tidak ada tindakan
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.58173776,0,⚠️ Low Risk,Kirim reminder email
0.26371157,0,✅ Safe,Tidak ada tindakan
0.25383458,0,✅ Safe,Tidak ada tindakan
0.76809144,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.23870912,0,✅ Safe,Tidak ada tindakan
0.59733224,0,⚠️ Low Risk,Kirim reminder email
0.598104,1,⚠️ Low Risk,Kirim reminder email
0.28165403,0,✅ Safe,Tidak ada tindakan
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.25408876,0,✅ Safe,Tidak ada tindakan
0.58173776,0,⚠️ Low Risk,Kirim reminder email
0.2555635,0,✅ Safe,Tidak ada tindakan
0.25945407,0,✅ Safe,Tidak ada tindakan
0.5608163,1,⚠️ Low Risk,Kirim reminder email
0.79330415,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.33948457,0,✅ Safe,Tidak ada tindakan
0.7548784,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.25382534,0,✅ Safe,Tidak ada tindakan
0.26477522,0,✅ Safe,Tidak ada tindakan
0.60191566,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.2515164,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.26142526,0,✅ Safe,Tidak ada tindakan
0.26869202,0,✅ Safe,Tidak ada tindakan
0.5207381,0,⚠️ Low Risk,Kirim reminder email
0.6351823,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.64935255,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8676598,1,⚠️ High Risk,Minta deposit 100%
0.6562212,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.34008223,0,✅ Safe,Tidak ada tindakan
0.7803072,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25236726,0,✅ Safe,Tidak ada tindakan
0.5861217,0,⚠️ Low Risk,Kirim reminder email
0.5608163,0,⚠️ Low Risk,Kirim reminder email
0.2530554,0,✅ Safe,Tidak ada tindakan
0.24411081,0,✅ Safe,Tidak ada tindakan
0.56812,0,⚠️ Low Risk,Kirim reminder email
0.5744965,0,⚠️ Low Risk,Kirim reminder email
0.248971,0,✅ Safe,Tidak ada tindakan
0.58159065,0,⚠️ Low Risk,Kirim reminder email
0.6068588,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.6077763,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.87476665,1,⚠️ High Risk,Minta deposit 100%
0.29573157,0,✅ Safe,Tidak ada tindakan
0.48991358,0,✅ Safe,Tidak ada tindakan
0.26264966,0,✅ Safe,Tidak ada tindakan
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.7482019,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.77479166,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6544055,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7359696,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7160115,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25408876,0,✅ Safe,Tidak ada tindakan
0.87498146,1,⚠️ High Risk,Minta deposit 100%
0.873332,1,⚠️ High Risk,Minta deposit 100%
0.2836735,0,✅ Safe,Tidak ada tindakan
0.7566069,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.73820585,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.598104,1,⚠️ Low Risk,Kirim reminder email
0.5455438,0,⚠️ Low Risk,Kirim reminder email
0.5782158,0,⚠️ Low Risk,Kirim reminder email
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.747866,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26830563,0,✅ Safe,Tidak ada tindakan
0.76616985,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.25266823,0,✅ Safe,Tidak ada tindakan
0.5277655,0,⚠️ Low Risk,Kirim reminder email
0.7160115,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.602639,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8745662,1,⚠️ High Risk,Minta deposit 100%
0.7769644,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7769644,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7548784,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7548784,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6027252,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6562885,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.647885,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.62019396,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.61277056,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5572962,0,⚠️ Low Risk,Kirim reminder email
0.24609391,0,✅ Safe,Tidak ada tindakan
0.27927455,0,✅ Safe,Tidak ada tindakan
0.58173776,0,⚠️ Low Risk,Kirim reminder email
0.74757725,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7114141,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26743466,0,✅ Safe,Tidak ada tindakan
0.5702972,0,⚠️ Low Risk,Kirim reminder email
0.73820585,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25493193,0,✅ Safe,Tidak ada tindakan
0.52743226,0,⚠️ Low Risk,Kirim reminder email
0.82821476,0,⚠️ High Risk,Minta deposit 100%
0.58173776,1,⚠️ Low Risk,Kirim reminder email
0.8747693,1,⚠️ High Risk,Minta deposit 100%
0.570635,1,⚠️ Low Risk,Kirim reminder email
0.25992018,0,✅ Safe,Tidak ada tindakan
0.5782158,1,⚠️ Low Risk,Kirim reminder email
0.8747693,1,⚠️ High Risk,Minta deposit 100%
0.26404628,0,✅ Safe,Tidak ada tindakan
0.26866728,0,✅ Safe,Tidak ada tindakan
0.7359696,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.73998886,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5357162,0,⚠️ Low Risk,Kirim reminder email
0.45723954,0,✅ Safe,Tidak ada tindakan
0.73820585,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5861217,0,⚠️ Low Risk,Kirim reminder email
0.5514957,0,⚠️ Low Risk,Kirim reminder email
0.7566069,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.2627189,0,✅ Safe,Tidak ada tindakan
0.25070602,0,✅ Safe,Tidak ada tindakan
0.598104,0,⚠️ Low Risk,Kirim reminder email
0.5238007,0,⚠️ Low Risk,Kirim reminder email
0.53224504,0,⚠️ Low Risk,Kirim reminder email
0.647885,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.55949706,0,⚠️ Low Risk,Kirim reminder email
0.7769644,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.32165018,0,✅ Safe,Tidak ada tindakan
0.7160115,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.53375816,0,⚠️ Low Risk,Kirim reminder email
0.61277056,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6562885,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.87476665,1,⚠️ High Risk,Minta deposit 100%
0.5265957,1,⚠️ Low Risk,Kirim reminder email
0.26744336,0,✅ Safe,Tidak ada tindakan
0.79330415,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.58293444,0,⚠️ Low Risk,Kirim reminder email
0.6562885,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26266238,0,✅ Safe,Tidak ada tindakan
0.78465927,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5657212,1,⚠️ Low Risk,Kirim reminder email
0.26477522,0,✅ Safe,Tidak ada tindakan
0.73820585,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7787057,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.74757725,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5277655,0,⚠️ Low Risk,Kirim reminder email
0.26266238,0,✅ Safe,Tidak ada tindakan
0.65350825,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26404628,0,✅ Safe,Tidak ada tindakan
0.2548906,0,✅ Safe,Tidak ada tindakan
0.25236726,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.25408876,0,✅ Safe,Tidak ada tindakan
0.74757725,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.2543248,0,✅ Safe,Tidak ada tindakan
0.37506214,0,✅ Safe,Tidak ada tindakan
0.35844895,0,✅ Safe,Tidak ada tindakan
0.6046919,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.76072603,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.43054208,0,✅ Safe,Tidak ada tindakan
0.5608163,0,⚠️ Low Risk,Kirim reminder email
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.82383454,0,⚠️ High Risk,Minta deposit 100%
0.40060678,0,✅ Safe,Tidak ada tindakan
0.6562885,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25992018,0,✅ Safe,Tidak ada tindakan
0.75293344,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.54867727,1,⚠️ Low Risk,Kirim reminder email
0.37420183,1,✅ Safe,Tidak ada tindakan
0.26662028,0,✅ Safe,Tidak ada tindakan
0.6068588,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26066673,0,✅ Safe,Tidak ada tindakan
0.26266238,0,✅ Safe,Tidak ada tindakan
0.86791945,1,⚠️ High Risk,Minta deposit 100%
0.7566069,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.87487376,1,⚠️ High Risk,Minta deposit 100%
0.5502311,1,⚠️ Low Risk,Kirim reminder email
0.7630386,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.2678407,0,✅ Safe,Tidak ada tindakan
0.36183143,0,✅ Safe,Tidak ada tindakan
0.2705496,0,✅ Safe,Tidak ada tindakan
0.2728785,0,✅ Safe,Tidak ada tindakan
0.5702972,0,⚠️ Low Risk,Kirim reminder email
0.69662213,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6051857,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.63773096,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.73820585,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.73820585,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6068588,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.27623585,0,✅ Safe,Tidak ada tindakan
0.68468356,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.58159065,0,⚠️ Low Risk,Kirim reminder email
0.7160115,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6662316,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.65509427,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.23946956,0,✅ Safe,Tidak ada tindakan
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.26662028,0,✅ Safe,Tidak ada tindakan
0.86612564,1,⚠️ High Risk,Minta deposit 100%
0.7160115,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7839516,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5455438,0,⚠️ Low Risk,Kirim reminder email
0.58159065,0,⚠️ Low Risk,Kirim reminder email
0.87498146,1,⚠️ High Risk,Minta deposit 100%
0.255386,0,✅ Safe,Tidak ada tindakan
0.61277056,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.73820585,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8748645,1,⚠️ High Risk,Minta deposit 100%
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.48991358,0,✅ Safe,Tidak ada tindakan
0.87487376,1,⚠️ High Risk,Minta deposit 100%
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.43054208,0,✅ Safe,Tidak ada tindakan
0.46044803,0,✅ Safe,Tidak ada tindakan
0.862121,1,⚠️ High Risk,Minta deposit 100%
0.76809144,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.69662213,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.28244016,0,✅ Safe,Tidak ada tindakan
0.6544055,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6027252,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.31536046,0,✅ Safe,Tidak ada tindakan
0.7401891,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.6863616,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
